conversation_id,emotion_response_sentence
1000094513.txt,"Because it's not really my heart that's beating fast, you know, but when I'm like really frustrated and I feel like I have absolutely no control, for me not to feel that way that's exactly what I feel like, that."
1000094513.txt,"5 </p> Yeah, when I'm frustrated and I don't have any control over the outcome of how I feel or outcome of what I can do about it it is this physical thing I go through, you know, it is really weird, and it is really uncomfortable, you know."
1000094513.txt,"I mean I feel like I have no control, because I've just been told, you know, that what I have to say don't matter, whether I say it or not."
1000134000.txt,"I've always rather felt that, for example, when I related the business about the political ambitions and so on, but I was able to come back, and see my own foolishness, and felt the foolishness of that, and put it into perspective, so to speak, that I was doing something that was worthwhile, and that I could be a little bit proud of because I didn't allow myself to get completely carried away by my fantasy about myself."
1000134000.txt,</p> It isn't the style I suppose number one and it just isn't the way my family handle themselves in a way.
1004532416.txt,"I mean, it definitely ties in with feeling really uncertain about the future and frustrated with my continuing inability to control my mind."
1004532416.txt,"Finding out that I'm so upset that I can like lose control with my communication and you know, do something that gets me scolded, and I hate being scolded."
1004503146.txt,"And I guess like you said, when I don't have that control I do feel very weak."
1004503146.txt,"And a lot of it is probably me keeping a lot of stuff inside, or just avoiding problems or avoiding talking about emotional topics and sensitive topics."
1004503146.txt,"And then when we went to Cancun, and part of the reason I don't like to fly is just I don't feel like I'm in control."
1000016539.txt,"I don't know, maybe they form a pattern, like avoiding a tense scene; avoiding confrontation - not argumentative confrontation but emotional confrontation, where somebody is extremely angry with me."
1000016539.txt,If it is an emotional sort of thing; that I would rather avoid.
1000070455.txt,And then in the second place I feel bad because I should have controlled myself-or I wish I had.
1004798889.txt,Like just all these things I think are what makes it so hard for me to really deal with the reality of how I feel about the relationship.
1004466286.txt,"I feel like I just don't, like I don't like the way that they treat me and I don't like, I don't know, the way they handle situations and it never makes me feel good."
1004466286.txt,"I feel like with my dad it's more, like he's more harder to deal with."
1000126015.txt,"I had her for one class, but she's the most intimidating person I've ever met in my life and she scares the hell out of me, and I considered taking a course from her and I thought, ""It's not worth the anxiety I'm going to go through to have to deal with her,"" and I just."
1000126015.txt,I couldn't begin to deal with her and attempt to overcome that fear.
1000126015.txt,</p> Kind of a feeling that maybe some day I can deal with a woman like her or a man like her.
1004472422.txt,"Maybe this is a sign of me controlling that, controlling maybe my anxiety and my anger towards things and just letting things go past."
1000056531.txt,how I'm going to develop a feeling of confidence that I can handle this.
1000094462.txt,"This, things do not seem to be going, I don't feel, I don't feel like this is very much under control."
1002995960.txt,I feel amazingly in control of my thoughts.
1002995960.txt,"6), it's hard because I don't feel like I have any control over what's going on in the dreams."
1002995960.txt,""" So it's being able to hold in my feelings of what I feel to be just outrage."
1000060939.txt,"I've said before a while back that I have a feeling that her parents may just decide after a while that they've put enough shit on her for what they blew their cookies over last fall and just try to ignore the rest of it knowing that it'll only be another year before she's out of the house anyway and they just don't want, they don't want anymore trouble so the easiest way to avoid it they know is to just ignore it."
1000060939.txt,"It's after a visit like this that I'd like to go back again but I've got a feeling that now the paychecks are coming in that I'm going to have a little more inspiration and I know that I'm not going to have another chance to make a trip that cheaply so it might be as late as June before late June before I get to go back but when I do I plan on taking a week's vacation and as much sick leave as I can save up and Jessica should have been able to manage either getting the apartment or being able to split the scene for several days at a time by then and we're all going to, there's about ten of us, that are going down into Texas to my folks cabin for a bit of a vacation."
1000060939.txt,"I'm at least secure enough feeling secure enough now thinking I am that I'd like to take on a little more responsibility and I suppose it would also be kind of a ego trip because I'd like not only like to think I could do it, but if I could it would give me a great deal of satisfaction too as being a little more in control of the world around me than having to be so much floated along by it."
1004687826.txt,But yeah it's getting easier to deal with the patients at work that are the psych patients because I feel like.
1000126011.txt,"Like it isn't so difficult to deal with it or even have to look at it when I'm feeling good, but it's still."
1000126011.txt,"Well, one thing it is, is that I don't feel like that I'm in control of my own self."
1004798709.txt,"</p> There's something about attachment that's clearly a trigger and that suggests to me, or at least my fantasy in relation to that strong sense, is that the way that child care was handled in this collective environment was probably very, very upsetting to me as a kid."
1004466282.txt,"I guess when my dad said no and chose to stay with my mother, I guess that really irritated my grandmother and she was like, ""OK."
1004798899.txt,So I think it will just take time to figure out what does feel comfortable cause my only way to deal with that was I just didn't even call to make my appointment on Monday.
1004798899.txt,"</p> I think just reminding myself that that's in the future, that I really can't—it's out of my control, so it's a waste of time to be worrying about it."
1004522832.txt,"</p> I mean, he just has a way of suppressing, you know what he, he doesn't feel anything for, well I'm sure he does, but."
1000134005.txt,Maybe I feel it would be appropriate I mean I would like to avoid it.
1004538670.txt,"But when she gave me the new prescription I was switching birth controls and that tends to make me very emotional because there are hormonal changes, which cause emotions on themselves; and they also cause breakouts, which cause emotions, so it's a vicious cycle."
1004687576.txt,"It's that she was upset that when I decided not to have him over anymore, that the way I handled it in saying, right in front of him—that I didn't want him coming over any more, and I guess, you know, I said I think both in front of her and in front of him."
1004687562.txt,"I almost feel like [pauses] [sighs] talking about it just leads to kind of the facile, ""Well, of course you were a loner as a kid because all geeks are loners,"" and, ""Suck it up and deal with it."
1000094517.txt,I don't feel like I have control over the way I feel.
1004687748.txt,"Obviously still it's there, but when I let it be there and when I bring it up it's not there all the time, and I feel okay with it, while the depression was all out of control on the other hand it was implied I'd be different."
1004798867.txt,"We had a conversation about the fact that until he finds some substantial way to find out how to get this under control, I really don't feel comfortable—not just comfortable, I feel like it's not right to fill out any forms for adoption."
1004798867.txt,"But I really feel like that is—knowing that he doesn't have any real—more (ph) control, that's really not the right word—but there isn't (pause)</p> So there's (inaudible at 00:23:57) all over it and the S."
1004798867.txt,"</p> The same thing about that, I feel it's dealing in bad faith knowing that my husband doesn't have any control whatsoever and saying, ""We're going to be good parents."
1004798867.txt,"</p> And I just feel very strongly, knowing that it's out of control."
1004798867.txt,"""</p> Saying it, ""I can't do this again because I can't handle the emotional anguish,"" (pause) is OK in that world."
1000606010.txt,"</p> So, I think maybe, the fear before was that, if I really fully allow myself to heal and to move through this, that it would be mean moving farther away from George."
1004687628.txt,"And oh—I felt like—like what—if I had like actually remembered that I don't like—if I'd actually put value on like me not liking sharing a room with more people and sharing a bed physically, then I wouldn't have had to deal with all that."
1000126010.txt,"well I'd said that to you, too, like I can deal with them very efficiently, very well and didn't feel like they were my superiors at all."
1000126010.txt,Does it help me to know what that is in terms of helping to deal with that so that it doesn't break me down.
1004798913.txt,"I kind of feel like I'm behind the wheel in some ways, you know, that I do have control and influence over this, varying degrees [of either] (ph), but (pause) I think the (pause) apprehension I do have about it is that (pause) like other times when I've tried to make efforts to do things that I know were good for me, health and play music, whatever, things that sustain me, this would be just a fleeting thing that I do for a little while then forget about."
1000013054.txt,I almost feel like sometimes it's better not to turn people on if you can't handle the aftermath.
1000013054.txt,"And I'd like some way to have a handle that I could grab onto and that I could hold onto and say, you know, it's all right, you know, it's all right to feel this way."
1002995961.txt,"</p> And I have control of it, I'm going to calm down."
1000133838.txt,And it was troubling in that why the hell should I feel - I shouldn't feel nervous about it.
1000133838.txt,""" And I couldn't feel that was true in the sense of my being with him because I certainly didn't feel as though I'd been ignoring him sitting there."
1000133838.txt,And maybe I ought - sometimes I feel as though I ought to deal with that more; that postponement.
1004824773.txt,Where I felt like I can't control my mind and something's spinning out of control or something.
1004824767.txt,"</p> Right, like, what the fuck </p> Exactly, </p> And then I would be like, Okay, now I'm going to ignore you, like now, I'm good, I can shut that down, that's fine."
1000013297.txt,(laughter)</p> I feel I handle situations worse and worse now.
1000013297.txt,"(laughter) I'm laughing, I don't know - I guess I shouldn't feel bad."
1000056536.txt,And I'm worried because I want to know what brought it on so I can avoid it.
1004798905.txt,I feel like I can think about and handle having to go through another ablation.
1004798905.txt,Every –</p> Oh I mean it's just it would be something else to deal with that if I have no energy is just going to be exhausting and stressful and make me feel worse.
1004472419.txt,And I think like; oh god what if that anxious part of me just goes out of control and I just kind of lose it?
1004472419.txt,"So, um, I guess it all goes back to my, my fear of just loss of control, for myself especially."
1004472419.txt,"And so those are kind of what I just, I really feel like I need to kind of deal with."
1004472419.txt,"You know like, maybe this isn't what I should feel like, but I feel like I have control over these things that I felt really out of control for me."
1004798859.txt,"I was talking to a friend of mine, and her comment was, her interpretation of what was happening with like [inaudible [00:20:45] other things, is that these various managers felt anxiety and concern about like ""I'm not really sure what we're going to buy, or what we're going to do,"" and that once they bought it, whatever, they don't want to recognize that they made a bad choice, or they possibly made a bad choice."
1004798859.txt,"I guess I feel like it's not OK, like (pause) it's not OK for my manager to be nice, like he only has to be concerned with like my job."
1004798859.txt,"(pause) And also, I think I've definitely had several [inaudible [00:42:29] managers who (pause) don't feel like—don't think that how I feel emotionally is relevant."
1004798865.txt,"So, I am considering asking my mom to try and—I need to trump (ph) down on this, see if there are any personal trainers who deal with people who have chronic illnesses?"
1004798871.txt,(laughing) I avoid going to the dentist because I'm ashamed of it.
1004513636.txt,"(Emotional) I mean everyday millions of people manage to go to work and do jobs that they don't like and do them, you know at least minimally competently."
1002790184.txt,I've become a bit afraid when somebody tells me that I've ignored them or hurt them or something like that.
1004565011.txt,"that I feel unprepared to deal with but, again, like I was talking to my best friend the other night and she was like, ""I know this is hard but I really think you just need to have this conversation with him ASAP,"" and she's right."
1000134006.txt,"I'm a little bit afraid that that if I really were to allow myself to get too deep into it, it might be a little dif ."
1004687560.txt,"</p> Um, and I had gone through, like, 15 pages by that point, trying to get it right, and it still wasn't coming out, and I just got so frustrated and so mad, and I just couldn't deal with it that I grabbed all of my models — and some of them were better than others, and it looked pretty close, too — but I just grabbed them all and crumpled them into a ball, and flung it across the room."
1004687548.txt,"I've talked about it, I guess, with an increasing sense of concern and anxiety but at this point, there are just things that have just been completely undone, unhandled, for three or four weeks in a way that seems different somehow."
1000133999.txt,"Maybe I shouldn't feel sorry for him at all because he's the one that got the guts, and I'm the one that doesn't."
1000133999.txt,I feel like I read my own case history before in so many Sunday supplements in mind kind of things and I wonder if we should avoid this one.
1000133998.txt,"</p> Well I felt badly because after all it's a special kind of a program, and I did manage to mess it up."
1000133998.txt,"</p> Well it makes me feel like its really hopeless, and I just better figure out a way to cope with it in a graceful way."
1004532410.txt,"</p> That was hard and (sighs) so now I feel even worse about not doing it, because now I don't have the excuse of well, I've been under a lot of pressure and I can't - don't have the energy to cope with it."
1000013335.txt,""" And then I felt, ""Well, I'll deal with it."
1000013309.txt,"I don't know it seems talking about reality I can't really get a handle on my feelings because I'm always doing other things other than feeling my feelings, or when I start to feel them I have to cough them up somehow."
1000013309.txt,"I'm not going to get into something that's not your specialty because at least I want to feel like you can handle me, or handle it."
1000013645.txt,"</p> Ah, no it don't really bother me but just all of a sudden it, it ah might make me use that for something like just the fact that ah that your presence made me feel that I shouldn't feel."
1000013645.txt,"</p> And ah I also my, my notation that's ah being ah anything like that I mean I'm suppose to, to avoid things if I can whatever you want to call it and ah, you know, for those, those reasons for that reason I sort of feel like I should."
1000126007.txt,"3]</p> Yeah, well I don't know how to deal with it and I feel like, I guess the feeling I have is that I, that I need to deal with that."
1000126013.txt,And he wasn't speaking to me and like ignoring my existence and I was getting really upset.
1000126013.txt,"</p> Well, sort of that, sort of that I'm feeling, you know, more of a need to hash it out with Don, you know, not treat it talking about some of these things here is helping me focus on how to deal with it with him."
1002995962.txt,"And so now that I've accepted that, I feel like that's kind of where the anger's gone, it's no longer like just a surge of emotion that I have no tools to control it."
1002995962.txt,I feel so much more in control over myself and what I'm feeling and how I'm acting.
1002995962.txt,""" But now that I'm a little bit more in control of things and I feel like the kind of strategies and thoughts that we've developed make me more able to understand what he's talking about."
1004564989.txt,"(pause) I am angry at Sascha (ph) for the fact - because her (pause) - her unreasonable emotions, that she doesn't know how to control, that she doesn't know how to deal with, are getting in the way of (sighs) her being a good friend to me."
1000056544.txt,I feel like I managed to continue to feel pretty good about myself; that my self worth wasn't as precarious as I figured it would be.
1000056544.txt,I feel like they just decided that something is annoying and they don't want to deal with it so they are pushing me off.
1000375331.txt,"</p> I wish I hadn't gotten so annoyed and I wish that when I had gotten annoyed that I'd been able to deal with my annoyance and not gotten pouty and childish about it, which is what I did."
1000375331.txt,(Inaudible 11:10) Everything that has come up I feel I know how to handle with him.
1000375331.txt,"I feel like I can handle it now, which I didn't feel before."
1000375331.txt,I feel better about it in terms of being able to do it - I may handle this.
1000056550.txt,"</p> Yeah, I'm just not feeling that (inaudible 7:39) deal with, or just dealing with it after that."
1000056550.txt,I don't know if I should avoid feeling how I feel (inaudible 44:18).
1004687670.txt,"(pause) The big problem that I have, and I've told him this a couple of times, and it's kind of frustrating, is that I feel like I am saying these things and they are being ignored in the moment."
1003269466.txt,"</p> Yeah, I feel like that would be a good word just very uncomfortable for me to deal with that."
1003269466.txt,"7)</p> I think I have been able to avoid it so much because I don't have a job, don't really need to get a job so I've been able to avoid it a lot that way so I just hang out with the people that I've been hanging out with since before my anxiety got to bad."
1003269466.txt,"</p> I'm trying to think, I don't know because I feel like I don't really go out because I avoid it so much so if I say like oh …</p> I guess I have, I am a compulsive like shopper even though I don't have jobs so I shouldn't be but I've been trying, like I'll just go into a store and like buy one thing and think that's okay kind of so maybe …</p> No, but it's very like I don't know I hate being downtown so I just go back after this because I have nothing because if I have free time I'll walk into a store and want to shop so."
1004798803.txt,"I mean he gets really angry, but he keeps it very much under control in the sense that he doesn't take it out on me very often."
1004798803.txt,[00:20:09] I feel like I don't have any way to control whether or when we'll get out of this situation.
1004513650.txt,"Like I guess, well—</p> I mean support-wise I feel like he's there for me a lot because I, there's not a time when I want to vent about something, talk about something, say this is on my mind and I need to deal with it and he's not there to talk to me about it and work through it with me and care that I'm going through it."
1004528611.txt,A) She loves Will and B) she might reasonably feel like this is too small a nature or matter for me to deal with it.
1004528611.txt,"Like, when I think about when I had to continue sharing a desk with this guy who was sexually harassing me, that made me angry and upset but part of what made me angry was that my manager was willing to, happy to let us move apart, but his manager didn't want us to because it would look bad."
1004687738.txt,""" (laughs) I feel good about the way I handled it."
1004687704.txt,"I have to fill out forms for my rental agreement, you know, send my next landlord the number of my previous landlord or management company so that they can give me a reference so that I don't have to get a co-signer."
1004687704.txt,"(pause) I feel, I mean, I feel more in control of my life than I have in a long time."
1004687704.txt,"I feel like I don't know whether this is a normal thing for children, but I certainly always felt as a child as though I was both very self-conscious and completely uncapable of controlling what I actually said."
1004687704.txt,"I feel like yes, everybody had a shitty childhood, deal with it."
1000013352.txt,And he works really hard and I shouldn't feel that way.
1004504890.txt,I've always felt like I could control situations that I absolutely can't control.
1004504890.txt,I've really felt like (pause) I maybe have control over certain things that I don't.
1004504890.txt,or I feel like what you were trying to say is that I don't have any control over him.
1004824677.txt,Like I feel like I do think that she was a lot less; I feel like she was less controlling and driving me crazy when I was a kid.
1000013408.txt,</p> I don't let myself feel .
1000013385.txt,</p> I kind of am confused between whether you want me to explore like explain how I feel when I get angry or explore the options of how I handle my anger.
1004488855.txt,"(chuckling)</p> But I'm afraid I sort of outed myself as an atheist then, or at least somebody who's not as religious as she should be which is something I have been trying to avoid doing."
1000061049.txt,I didn't just sat on my butt and ate until I managed to get up to 140 and I was so out of shape it felt miserable.
1004532476.txt,"And I guess this is how I deal with my needy personality or whatever, is because when people come to me and ask me questions and I can help them out, and I do help them out in a way that they feel satisfied it makes me feel good."
1000013384.txt,I've been avoiding it to some extent because I don't feel like I have the time or the inclination.
1004504891.txt,"</p> But, when I had my old job, I managed to be extremely depressed and, I mean, I'd go to work and do things anyway."
1004504891.txt,"That's the only expensive thing that I've managed to control in the past, like I haven't had to think too much about my weight and what I am eating, so now it's like a new stressor that just wasn't there before."
1004503132.txt,"And so I usually try and isolate myself from people as much as possible, anybody, because I just feel like I don't want anyone to have to deal with that; one, because that — well, they — I mean part of it is just because of the fact that I just want to keep them [out of the firing line] (ph) but ."
1003269473.txt,I feel like it's easier for me to like allow myself to - I don't know.
1003269467.txt,"</p> Yeah, and I really want to like avoid fixating on like whatever negative thoughts are going through my mind, but I feel like that's just what I always, always do."
1004798745.txt,"We played some guys who were fast and there was no way I could keep up with them and (pause), we, (pause), our general manager lives right down the block, street from the park, so we went that—grilled up some burgers and brats, and (pause), had some beers."
1000056551.txt,</p> I mean I also felt like I could handle it.
1000056545.txt,"I mean there's a real dishonest, that I can't handle that, but at the same time I don't feel like I have the nerve to tell them about that, to say ""Fuck you then,"" which is."
1000056545.txt,"And at one-to-one I'm fine with each of them and I've had really honest talks where I've been able to tell them that I'm angry and tell them why and them being able to deal with it, you know, instead of being defensive or instead of me being timid or whatever."
1000056545.txt,"Maybe living there - well, maybe why I was scared and not living there is because they won't deal with me at all."
1004564977.txt,"[00:08:07]</p> Disturbingly enough knowing that he doesn't make enough of the chemical that you use to handle stress actually makes it a little bit easier for me to not be angry about it, does that make sense?"
1004564963.txt,"Um, especially, I think, when Jeff sort of [claimed that the feeling for] (ph) a lower priority, and that I was ignoring the thing that was a higher priority."
1004564963.txt,"</p> Um, it is very rare that I manage to feel that I've gotten away from it."
1000056553.txt,</p> I mean like when I get turned on I feel like there's this like other thing happening that I'm not really in control of that.
1000375332.txt,And if I'm going to feel-I should not feel bad about that.
1003269465.txt,"</p> I don't even know at this point where, I guess I can look anywhere but I'm trying to avoid like retail and whatnot and besides like I really don't even know an entry level like whatever like where to even look because I feel like ."
1004504893.txt,I mean I've feared that in years past that I'm going to prove to myself that I am as bad as I think I am and it will be beyond my control.
1000133903.txt,</p> I can deal with it but it's worrying me at the same time.
1004532448.txt,</p> (Pause) Well the main - I've had a really good couple of days which I would feel good about except that they've been a good couple of days primarily because I've just been avoiding everything and not doing any of my work.
1000017862.txt,I guess it's sort of like an - almost an immaturity with emotion that I never really learned how to handle in me.
1002133161.txt,"(indiscernible) that I used to - that we used to visit when I went down there and it just made me feel awful just to see when I love him, he's so sweet, but it still made me feel just scared just to see him because I knew that I used to stay with him when we went down there."
1000122167.txt,"There's not necessarily one specific thing that's just terribly disturbing, it's just a number of things and a part is I don't know exactly how I need to talk about it or how I need to deal with it to even work through an understanding of it."
1004488857.txt,"But for the most part I've consistently, more or less, had the same job the whole time, just a brief stint when I was a manager in which I wanted to have a nervous breakdown beside that."
1004488857.txt,"</p> It sounds weird to say this but I feel like so much of my life is like revolves around managing my spouse's mood which sounds stupid because it's like I don't really want to, I don't really, I mean I go out of my way not to but I feel like so much of my life is I have to, if that makes sense like I'm not like wanting to like control him in any way, shape or form but it's like."
1000122166.txt,"I would say, I think, well, I think I can deal with it as what I did feel it as a problem, and take care of it as any other problem that I."
1000122166.txt,"because it would be too much work to handle both problems, I fear that it might be easier for me to slip back in."
1000122166.txt,"</p> Yeah, I have it down and I'll be around another year, so that if I can't handle things."
1000017863.txt,"I felt like caring is controlling but, I used to feel like when somebody cared, they were almost like a more dominant figure."
1000017863.txt,"I'm like afraid, afraid that I'm going to say something that sounds dumb or afraid that I'm going to, you know, I'm very controlled."
1004824649.txt,"But I'm afraid that we're not, we're not going to deal with it."
1004824649.txt,"Whether that fear is a reflection of, you know, some other capacity or whether it is the capacity itself, I'm not even sure we're clear at this point but immediately what I'm concerned about, I guess, or what the concern that's bubbling up when you ask me what comes to mind is whether we can deal with it."
1004824661.txt,</p> Part of why I get so upset when my anger reaction gets out of control is because I don't like feeling out of control.
1004824661.txt,"Instead of controlling the behavior, I'd like to get a handle of why I get so angry so easily, because."
1004824661.txt,(pause) I think most of the relationships I've lost because I got too angry to be able to deal with them anymore were people who I met when I was in college and was with friends with anyone who was in my dorm and remotely interesting.
1004824675.txt,"</p> Yeah, I don't feel like I have a handle on it either."
1004824675.txt,It's more like I know you feel this way and I guess I'm going to control that or I'm going to take away like some of your agency regarding that feeling.
1004504892.txt,"I mean I had - the number one reason why I actually have like - I hesitate to talk about any of my health problems with any of my friends at all is because when I first became sick, for the first five years people, you know, if they knew anything about it they avoided me because of the fact that it's just something that's hard for them to."
1004565049.txt,I mean I guess he doesn't have control over panic attacks but he does have anti-anxiety medicine that he could take and keeps on not taking it and.
1003269464.txt,"</p> It was definitely anxiety and also, a low frustration tolerance for my own mistakes in a way; like, I over blew the importance of the few things that I had wrong, and I ignored other parts that were pretty solid, and I think that that was."
1003269464.txt,"</p> Yeah, and definitely with the ones that I just said I should have gotten in touch with, I am avoiding it for that reason, and that's why it was easier for me to get in touch with the people I already aren't worried about and that I know it isn't really going to matter to."
1003269464.txt,"</p> It's not, but the only thing that I wouldn't be afraid of because I'm asserting about what I want in the situation, is that I want to be single when I go back to Oberlin, and I don't want to have a different, complicated long term relationship that I have to deal with because I knew that it didn't make sense for me now, and I don't think it's going to make sense for me suddenly like seven months from now."
1004798815.txt,"04 seconds) like, when I think back to some times when I maybe felt like completely great and in control, it's just the amount of (pause for ."
1003269470.txt,""" And now it's more like - I guess I put school as, like, something, like, I try not to allow myself to ever—even if I have anxiety—like, back out."
1004687666.txt,"the fine motor control is not where it could be anymore and if I do it for too long, I end up paying the price because of basically the swelling and that kind of stuff, and the pain, and I guess part of the thing that just really makes me frustrated is the fact that when I do try and push my boundaries, a lot of times I don't realize it until much later and then I have this like, ""Okay, so, I've decided that I want to."
1004687666.txt,Like I feel differently about it based upon how recently the repercussions of what I've had to deal with is recently.
1000094808.txt,"</p> Because there's some - and I don't know if you can help me with, but I feel like I'm still trying to control, not - and it's very subtle I guess."
1004687672.txt,"It's easy to intellectualize, that he doesn't handle stress very well, but (pause), I mean because I'm the exact opposite that when something goes incredibly wrong, I don't go to a vendor of anything, you know?"
1004687672.txt,"And I just feel a lot like (pause)—I am very—the anger and resentment of dozens of people that aren't me as from him, like he's worried about me getting—looking, or doing, or being upset in some way that is triggered by other people's reactions, or by the way that they would have handled something, instead of how I would handle something."
1000056546.txt,"A lot of that was because I was pretty upset yesterday and sometimes when I get upset, instead of wanting to deal with it, I just shove it away."
1000056546.txt,"I am afraid that if I deal with it, I will get overwhelmed or too upset, so I don't deal with it at all."
1004600906.txt,I think it's like I'm just holding in this sadness and I just can't relax.
1004600906.txt,I understand — why should I just sit with being sad?
1004798785.txt,"I just feel like everything that I love and have is already slipping away and it's going to just collapse completely and I can't (pause), I can't handle it (ph)."
1004798785.txt,"[00:32:39] I worry that (pause), that therapy will be, like (pause), you know, like working in a coffee shop of a kind of mental gain that protects me from how I'm feeling, rather than helping me actually deal with it."
1000133889.txt,But these are the things that I shouldn't feel unhappy about.
1000133889.txt,"I mean he's got to find a way to control, to control the feeling."
1000094401.txt,"She was being a little, I think, over worried, but my hormones were out of control, like they were totally bizarre."
1004798781.txt,"He's got other things that I could (inaudible at 21:27) for, but, like (laughter) that angle of, like, losing control of his temper and, you know, being unreasonably angry with someone who is innocent and can't and doesn't have any power is not part of what comes out of him anymore."
1004798781.txt,"One (ph) I have the same kind of frantic need to feel like I can control how I feel when they happen, how bad they are (inaudible at 33:18)."
1000076645.txt,"But, you see, the one thing that has always kind of bothered me is that my mother is always sort of ignored the emotional side of our lives."
1000076651.txt,"</p> I guess I feel terrible that I can't, I just can't seem to handle situations and most people can put them in the right perspective."
1000076651.txt,"And I said yeah, but then I said to myself but I honestly - like it would, like for her I felt that if the situation arose she could handle it."
1004687662.txt,"They just really can't, um, but (pause) I just don't feel like that they should have to deal with that, ya know?"
1004687662.txt,I feel like sometimes like I just can't deal with it.
1003269474.txt,"</p> Yeah, I felt it was a lot, it was kind of nice for me when I last - class - the last session when I had written down before that over the - I don't even know how many weeks we didn't see two weeks or so - [0:04:04]</p> Yeah, and also more so I was lacking when I felt anxious and I feel like that's good because I forget a lot of the time like -</p> - the smaller like, you know -</p> Yeah, and now that I do control it a lot better, I feel like I'll forget more when it's like at that moment, I want to talk to you about it so I feel like -</p> Yeah, so."
1003269474.txt,"And I was just kind of like frustrated because she just that day called me up like someone killed her cat or something like screaming, crying and then she texts me like an hour later, me and Heather are coming out and I was like, okay, like whatever and I didn't even hang out with them on New Years and all she talks about is him constantly so I've been trying to avoid that."
1004513656.txt,""" Because I guess also, his psychiatrist said that it was more of a stop gap and that should deal with life issues and stuff and I'm just like, ""Well, anxiety comes up no matter what."
1004798805.txt,But the controlling thing is something that I get anxious about.
1003269460.txt,</p> And so since I wouldn't have been able to graduate on time with the rest of my class -</p> - it felt like -</p> - I might want to avoid the intense emotional trauma of watching all my friends leave.
1004687702.txt,I mean right now I don't know how to make myself - just it's so fast for me to - I don't even know how to believe that I shouldn't be trying to manage my emotions in the way that I feel like I need to.
1004687702.txt,So I'm in the same trap with my job now that I have been with my work which is I'm afraid to do my work because I can't handle criticism right now.
1004528603.txt,I've been avoiding talking to my advisor because I'm ashamed of how little work I've gotten done in the last three weeks.
1004528617.txt,"</p> See, I think what has changed is not anything that I've done but the control that I feel that I have over it and what I want to be doing."
1004528617.txt,"Yes, I guess I just - it's something that I do to gain control and I feel like I am losing control."
1000133906.txt,"Like some women feel, you know, any man is better than none and I think—I can't cope with that."
1004824659.txt,"And something that I've avoided like the plague for a long time, throughout high school and college and for a couple years after that, that I feel like I'm reclaiming."
1000013426.txt,""" </p> Okay, and then what happens if I have a different feeling and I think I can handle her not paying me money back and then -</p> Okay, so what is better than that?"
1002131940.txt,1]</p> The more I think about that I like to feel in control of the situation is what not being in control of things is what sort of puts me off the track.
1002131940.txt,So I don't know what would happen if I ever would feel that I had lost control.
1002131940.txt,</p> I only feel that I have unnatural control.
1002131940.txt,"But if I were to let myself feel it as they struck my mind, I don't believe that I could talk here at all."
1004504882.txt,"So that's the other thing but yeah I guess his dad had called him and he had not felt like dealing, especially also because he lost his job and he didn't want to deal with his parents with that although he is financially independent."
1004504882.txt,I've been on the pill all along to deal with like the mood stuff because the whole like when I have my period the thoughts increase so I'm on the pill now so that lets me have my period less often.
1004538606.txt,"is that, is that I'm busily like repressing or like suppressing being upset, like that goes somewhere."
1000332487.txt,Yes I was feeling emotion but I think I'm more in control than letting myself get all out of shape because of the goodbye.
1004503134.txt,There are better people than me who can handle the ups and downs of that kind of thing.
1004503134.txt,I feel bad doing anything to distract myself right now because I feel like well distracting myself is what has happened.
1000013341.txt,And I thought it felt good that I had been able to deal with it in what I thought was a rational way without getting all wrapped up by it.
1000013341.txt,Usually if I did something stupid or something I would feel like I couldn't admit it to Susan or deal with it straight forwardly.
1000013341.txt,</p> I feel that you - you know this is the best way to deal with the situation.
1003269461.txt,"And it is easy for me to feel the short-term avoidance of responsibility and say oh, I can ignore this and do something fun that I would rather do."
1003269461.txt,"I definitely felt like an awful human being at first in the dealing with the fact that I was going to have to move out, and I felt like I was definitely, like, breaking this girl's heart really hard and that was hard to deal with."
1004687688.txt,"And, you know, I feel like how dare I apply for this job, how dare I (inaudible at 36:47), I'm not gonna be able to handle it anyway."
1000094399.txt,"So they're just things I do, and I feel like I have the whole weight thing like under control pretty much."
1000094399.txt,</p> [nonverbal 'no']</p> [nonverbal 'no']</p> [nonverbal 'no']</p> I definitely feel like I need to control my appearance.
1000094399.txt,' I don't want people like staring my imperfections down because like they're inflamed at the time or I have a growth on my lip that I can't control.
1004564965.txt,"</p> (pause [00:22:37] to 00:23:04) (sighs) And, even, thinking about letting the outside world dictate - have more control over what I do, I get a tight feeling in my stomach."
1000094400.txt,"</p> Or, and I think that's why I worry about my weight, with the way I deal with it."
1000060756.txt,My feeling is that I don't even want to learn how to deal with people saying no.
1000076652.txt,I would say I did that a lot through high school and then less and less but I don't' know how to handle it; like I feel really badly about it.
1004798769.txt,"(Pause) And I am pretty sure, though I don't really know how to explain this, that (pause) I have definitely gotten the feeling that Dave's other family had chalked up the lack of children thing as, at least in some part, a desire to avoid responsibility."
1000094774.txt,"I, I feel a lot of just emotional stuff coming up and so every now and then the thought of the addiction comes in but I try to stay with the emotions."
1000094774.txt,I feel like I still need to learn how to handle situations differently.
1003269463.txt,"But what I am worried about is one, having to deal with — I feel like it's just going to make me feel guilty having to confront her, and that's something that I sort of want to avoid."
